f,f_id,hours,hum,tem
2018-06-04 18:00:00,21477,2,70.3,18.1
2018-06-04 19:00:00,21476,3,73.9,17.3
2018-06-04 20:00:00,21376,7,92.4,13.8
2018-06-04 21:00:00,21375,8,93.3,13.5
2018-06-04 22:00:00,21374,9,94.2,13.1
2018-06-04 23:00:00,21373,10,92.7,13.6
2018-06-05 00:00:00,21372,11,91.5,14.5
2018-06-05 01:00:00,21371,12,84.5,16.2
2018-06-05 02:00:00,21430,1,74.4,17.7
2018-06-05 03:00:00,21475,4,84.3,15.3
2018-06-05 04:00:00,21474,5,85.4,15.1
2018-06-05 05:00:00,21525,2,58.8,20.4
2018-06-05 06:00:00,21524,3,53.0,22.5
2018-06-05 07:00:00,21523,4,42.5,24.5
2018-06-05 08:00:00,21522,5,35.7,25.3
2018-06-05 09:00:00,21521,6,34.0,26.1
2018-06-05 10:00:00,21520,7,31.8,26.9
2018-06-05 11:00:00,21519,8,32.0,27.2
2018-06-05 12:00:00,21518,9,31.8,27.0
2018-06-05 13:00:00,21517,10,34.9,25.0
2018-06-05 14:00:00,21516,11,44.0,22.6
2018-06-05 15:00:00,21473,6,86.9,14.8
2018-06-05 16:00:00,21515,12,59.6,19.5
2018-06-05 17:00:00,21574,1,64.0,19.7
2018-06-05 18:00:00,21573,2,68.4,18.7
2018-06-05 19:00:00,21572,3,72.9,17.8
2018-06-05 20:00:00,21472,7,87.8,14.5
2018-06-05 21:00:00,21471,8,88.9,14.2
2018-06-05 22:00:00,21470,9,90.1,13.9
2018-06-05 23:00:00,21469,10,88.3,14.4
2018-06-06 00:00:00,21468,11,86.7,15.3
2018-06-06 01:00:00,21467,12,82.5,16.4
2018-06-06 02:00:00,21526,1,76.0,18.2
2018-06-06 03:00:00,21571,4,82.4,15.7
2018-06-06 04:00:00,21570,5,84.2,15.3
2018-06-06 05:00:00,21621,2,60.2,20.9
2018-06-06 06:00:00,21620,3,52.7,22.9
2018-06-06 07:00:00,21619,4,48.3,24.0
2018-06-06 08:00:00,21618,5,45.6,24.7
2018-06-06 09:00:00,21617,6,44.0,25.1
2018-06-06 10:00:00,21616,7,43.3,26.2
2018-06-06 11:00:00,21615,8,47.2,25.8
2018-06-06 12:00:00,21614,9,52.3,25.0
2018-06-06 13:00:00,21613,10,57.7,23.8
2018-06-06 14:00:00,21612,11,62.6,22.4
2018-06-06 15:00:00,21569,6,86.7,14.8
2018-06-06 16:00:00,21611,12,68.8,20.8
2018-06-06 17:00:00,21670,1,70.7,20.6
2018-06-06 18:00:00,21669,2,74.3,19.9
2018-06-06 19:00:00,21668,3,77.8,19.2
2018-06-06 20:00:00,21568,7,86.9,14.5
2018-06-06 21:00:00,21567,8,87.3,14.3
2018-06-06 22:00:00,21566,9,88.2,14.1
2018-06-06 23:00:00,21565,10,85.4,14.8
2018-06-07 00:00:00,21564,11,82.9,15.8
2018-06-07 01:00:00,21563,12,76.4,17.5
2018-06-07 02:00:00,21622,1,69.4,18.8
2018-06-07 03:00:00,20090,4,87.5,17.7
2018-06-07 04:00:00,20091,5,88.8,17.5
2018-06-07 05:00:00,20136,2,79.2,21.0
2018-06-07 06:00:00,20137,3,71.9,22.6
2018-06-07 07:00:00,20138,4,65.3,24.2
2018-06-07 08:00:00,20139,5,60.6,25.2
2018-06-07 09:00:00,20140,6,58.0,25.9
2018-06-07 10:00:00,20141,7,54.4,27.0
2018-06-07 11:00:00,20142,8,54.4,27.1
2018-06-07 12:00:00,20143,9,54.6,27.0
2018-06-07 13:00:00,20144,10,60.0,25.4
2018-06-07 14:00:00,20145,11,67.0,23.5
2018-06-07 15:00:00,20092,6,90.5,17.3
2018-06-07 16:00:00,20146,12,73.5,22.0
2018-06-07 17:00:00,20183,1,74.7,21.3
2018-06-07 18:00:00,20184,2,77.7,20.8
2018-06-07 19:00:00,20185,3,81.4,20.1
2018-06-07 20:00:00,20093,7,91.0,17.4
2018-06-07 21:00:00,20094,8,91.8,17.5
2018-06-07 22:00:00,20095,9,92.5,17.6
2018-06-07 23:00:00,20096,10,93.5,17.6
2018-06-08 00:00:00,20097,11,94.1,17.8
2018-06-08 01:00:00,20098,12,92.5,18.5
2018-06-08 02:00:00,20135,1,86.6,19.2
2018-06-08 03:00:00,21667,4,85.3,17.6
2018-06-08 04:00:00,21666,5,86.7,17.3
2018-06-08 05:00:00,21717,2,55.3,23.8
2018-06-08 06:00:00,21716,3,48.0,25.4
2018-06-08 07:00:00,21715,4,44.2,26.4
2018-06-08 08:00:00,21714,5,42.0,26.9
2018-06-08 09:00:00,21713,6,41.8,26.7
2018-06-08 10:00:00,21712,7,43.8,26.3
2018-06-08 11:00:00,21711,8,47.8,25.6
2018-06-08 12:00:00,21710,9,53.1,24.4
2018-06-08 13:00:00,21709,10,59.1,23.1
2018-06-08 14:00:00,21708,11,64.6,21.7
2018-06-08 15:00:00,21665,6,88.5,16.8
2018-06-08 16:00:00,21707,12,68.2,20.8
2018-06-08 17:00:00,21766,1,47.3,24.4
2018-06-08 18:00:00,21765,2,55.0,23.1
2018-06-08 19:00:00,21764,3,56.5,22.4
2018-06-08 20:00:00,21664,7,88.9,16.5
2018-06-08 21:00:00,21663,8,89.8,16.2
2018-06-08 22:00:00,21662,9,90.9,16.0
2018-06-08 23:00:00,21661,10,88.8,16.4
2018-06-09 00:00:00,21660,11,86.6,17.2
2018-06-09 01:00:00,21659,12,80.5,18.7
2018-06-09 02:00:00,21718,1,63.7,22.2
2018-06-09 03:00:00,21763,4,63.3,20.6
2018-06-09 04:00:00,21762,5,68.6,19.2
2018-06-09 05:00:00,21813,2,45.6,24.2
2018-06-09 06:00:00,21812,3,42.5,26.0
2018-06-09 07:00:00,21811,4,35.7,28.0
2018-06-09 08:00:00,21810,5,31.4,28.7
2018-06-09 09:00:00,21809,6,34.2,28.4
2018-06-09 10:00:00,21808,7,33.3,28.7
2018-06-09 11:00:00,21807,8,35.0,28.9
2018-06-09 12:00:00,21806,9,35.2,28.7
2018-06-09 13:00:00,21805,10,38.6,26.5
2018-06-09 14:00:00,21804,11,48.5,23.9
2018-06-09 15:00:00,21761,6,74.5,17.7
2018-06-09 16:00:00,21803,12,64.6,20.7
2018-06-09 17:00:00,21862,1,52.8,22.3
2018-06-09 18:00:00,21861,2,61.2,21.1
2018-06-09 19:00:00,21860,3,62.7,20.4
2018-06-09 20:00:00,21760,7,77.7,16.8
2018-06-09 21:00:00,21759,8,78.1,16.3
2018-06-09 22:00:00,21758,9,79.5,15.7
2018-06-09 23:00:00,21757,10,79.3,15.5
2018-06-10 00:00:00,21756,11,77.0,15.7
2018-06-10 01:00:00,21755,12,68.3,18.5
2018-06-10 02:00:00,21814,1,56.5,22.4
2018-06-10 03:00:00,20186,4,84.1,19.7
2018-06-10 04:00:00,20187,5,86.0,19.4
2018-06-10 05:00:00,20196,14,79.3,22.4
2018-06-10 06:00:00,20197,15,72.0,24.1
2018-06-10 07:00:00,20198,16,69.3,25.1
2018-06-10 08:00:00,20199,17,68.3,25.6
2018-06-10 09:00:00,20200,18,69.7,25.5
2018-06-10 10:00:00,20201,19,67.0,26.2
2018-06-10 11:00:00,20202,20,66.5,26.6
2018-06-10 12:00:00,20203,21,65.1,26.8
2018-06-10 13:00:00,20204,22,70.6,25.4
2018-06-10 14:00:00,20205,23,77.1,23.7
2018-06-10 15:00:00,20188,6,88.4,19.1
2018-06-10 16:00:00,20206,24,82.5,22.5
2018-06-10 17:00:00,20207,25,86.7,21.9
2018-06-10 18:00:00,20208,26,87.6,21.5
2018-06-10 19:00:00,20209,27,89.1,21.2
2018-06-10 20:00:00,20189,7,89.0,18.9
2018-06-10 21:00:00,20190,8,90.3,18.7
2018-06-10 22:00:00,20191,9,91.5,18.5
2018-06-10 23:00:00,20192,10,92.1,18.6
2018-06-11 00:00:00,20193,11,92.5,19.0
2018-06-11 01:00:00,20194,12,90.6,19.8
2018-06-11 02:00:00,20195,13,85.6,20.9
2018-06-11 03:00:00,20210,28,90.6,20.7
2018-06-11 04:00:00,20211,29,90.7,20.5
2018-06-11 05:00:00,20220,38,82.4,22.9
2018-06-11 06:00:00,20221,39,75.6,24.0
2018-06-11 07:00:00,20222,40,74.1,24.3
2018-06-11 08:00:00,20223,41,74.5,23.8
2018-06-11 09:00:00,20224,42,77.2,23.0
2018-06-11 10:00:00,20225,43,73.3,23.9
2018-06-11 11:00:00,20226,44,71.0,24.6
2018-06-11 12:00:00,20227,45,68.1,25.0
2018-06-11 13:00:00,20228,46,72.9,23.7
2018-06-11 14:00:00,20229,47,78.4,22.3
2018-06-11 15:00:00,20212,30,91.5,20.3
2018-06-11 16:00:00,20230,48,83.2,21.1
2018-06-11 17:00:00,20213,31,92.1,20.2
2018-06-11 18:00:00,20214,32,93.3,20.2
2018-06-11 19:00:00,20215,33,93.7,20.2
2018-06-11 20:00:00,20216,34,93.0,20.4
2018-06-11 21:00:00,20217,35,93.1,20.6
2018-06-11 22:00:00,20218,36,92.5,20.9
2018-06-11 23:00:00,20219,37,88.1,21.7
2018-06-12 00:00:00,21859,4,65.7,19.9
2018-06-12 01:00:00,21858,5,71.3,18.5
2018-06-12 02:00:00,21909,2,61.3,21.3
2018-06-12 03:00:00,21908,3,58.9,23.8
2018-06-12 04:00:00,21907,4,46.5,26.4
2018-06-12 05:00:00,21906,5,39.5,27.3
2018-06-12 06:00:00,21905,6,41.2,28.2
2018-06-12 07:00:00,21904,7,37.3,29.2
2018-06-12 08:00:00,21903,8,40.0,29.3
2018-06-12 09:00:00,21902,9,40.1,28.9
2018-06-12 10:00:00,21901,10,44.7,26.4
2018-06-12 11:00:00,21900,11,57.7,23.4
2018-06-12 12:00:00,21857,6,78.0,17.0
2018-06-12 13:00:00,21899,12,78.8,19.5
2018-06-12 14:00:00,21958,1,56.7,22.1
2018-06-12 15:00:00,21957,2,66.2,20.8
2018-06-12 16:00:00,21956,3,67.7,20.0
2018-06-12 17:00:00,21856,7,81.2,16.4
2018-06-12 18:00:00,21855,8,81.2,16.2
2018-06-12 19:00:00,21854,9,82.7,15.8
2018-06-12 20:00:00,21853,10,83.5,15.6
2018-06-12 21:00:00,21852,11,82.1,15.9
2018-06-12 22:00:00,21851,12,77.0,18.3
2018-06-12 23:00:00,21910,1,79.9,18.6
2018-06-13 00:00:00,22723,4,66.0,14.8
2018-06-13 01:00:00,22722,5,68.1,14.4
2018-06-13 02:00:00,22773,2,54.2,21.2
2018-06-13 03:00:00,22772,3,48.1,23.1
2018-06-13 04:00:00,22771,4,42.1,24.9
2018-06-13 05:00:00,22770,5,38.7,26.4
2018-06-13 06:00:00,22769,6,34.7,28.5
2018-06-13 07:00:00,22768,7,34.8,28.8
2018-06-13 08:00:00,22767,8,36.9,28.8
2018-06-13 09:00:00,22766,9,40.0,28.2
2018-06-13 10:00:00,22765,10,47.6,26.0
2018-06-13 11:00:00,22764,11,54.6,23.9
2018-06-13 12:00:00,22721,6,70.2,13.8
2018-06-13 13:00:00,22763,12,63.2,21.8
2018-06-13 14:00:00,22822,1,74.4,20.2
2018-06-13 15:00:00,22821,2,80.5,19.4
2018-06-13 16:00:00,22820,3,86.4,18.7
2018-06-13 17:00:00,22720,7,71.1,13.6
2018-06-13 18:00:00,22719,8,71.8,13.5
2018-06-13 19:00:00,22718,9,73.1,13.3
2018-06-13 20:00:00,22717,10,72.6,14.1
2018-06-13 21:00:00,22716,11,71.4,15.6
2018-06-13 22:00:00,22715,12,66.4,17.7
2018-06-13 23:00:00,22774,1,61.3,19.0
2018-06-14 00:00:00,22819,4,85.1,18.9
2018-06-14 01:00:00,22818,5,87.1,18.5
2018-06-14 02:00:00,22869,2,58.9,24.8
2018-06-14 03:00:00,22868,3,51.0,26.6
2018-06-14 04:00:00,22867,4,46.0,28.1
2018-06-14 05:00:00,22866,5,43.0,28.9
2018-06-14 06:00:00,22865,6,40.8,29.7
2018-06-14 07:00:00,22864,7,40.0,30.2
2018-06-14 08:00:00,22863,8,41.0,30.2
2018-06-14 09:00:00,22862,9,43.5,29.6
2018-06-14 10:00:00,22861,10,50.0,27.6
2018-06-14 11:00:00,22860,11,56.5,25.8
2018-06-14 12:00:00,22817,6,89.0,18.1
2018-06-14 13:00:00,22859,12,63.0,24.1
2018-06-14 14:00:00,22918,1,71.3,22.3
2018-06-14 15:00:00,22917,2,75.6,21.6
2018-06-14 16:00:00,22916,3,79.6,20.9
2018-06-14 17:00:00,22816,7,89.4,17.9
2018-06-14 18:00:00,22815,8,90.0,17.7
2018-06-14 19:00:00,22814,9,90.9,17.5
2018-06-14 20:00:00,22813,10,89.4,18.0
2018-06-14 21:00:00,22812,11,86.5,19.1
2018-06-14 22:00:00,22811,12,82.7,20.4
2018-06-14 23:00:00,22870,1,68.9,22.6
2018-06-15 00:00:00,22915,4,79.2,21.1
2018-06-15 01:00:00,22914,5,81.9,20.7
2018-06-15 02:00:00,22965,2,69.1,24.5
2018-06-15 03:00:00,22964,3,63.8,25.7
2018-06-15 04:00:00,22963,4,60.1,26.9
2018-06-15 05:00:00,22962,5,58.0,27.6
2018-06-15 06:00:00,22961,6,55.9,28.4
2018-06-15 07:00:00,22960,7,57.1,28.3
2018-06-15 08:00:00,22959,8,60.3,27.7
2018-06-15 09:00:00,22958,9,65.5,26.7
2018-06-15 10:00:00,22957,10,70.0,25.5
2018-06-15 11:00:00,22956,11,75.8,24.3
2018-06-15 12:00:00,22913,6,84.0,20.4
2018-06-15 13:00:00,22955,12,80.3,23.4
2018-06-15 14:00:00,23014,1,86.2,21.9
2018-06-15 15:00:00,23013,2,87.8,21.5
2018-06-15 16:00:00,23012,3,89.1,21.1
2018-06-15 17:00:00,22912,7,85.6,20.2
2018-06-15 18:00:00,22911,8,87.5,19.9
2018-06-15 19:00:00,22910,9,89.5,19.6
2018-06-15 20:00:00,22909,10,88.6,20.1
2018-06-15 21:00:00,22908,11,85.8,21.1
2018-06-15 22:00:00,22907,12,82.0,22.3
2018-06-15 23:00:00,22966,1,76.2,23.1
2018-06-16 00:00:00,23011,4,85.8,21.6
2018-06-16 01:00:00,23010,5,87.2,21.2
2018-06-16 02:00:00,23061,2,70.3,24.9
2018-06-16 03:00:00,23060,3,65.1,26.0
2018-06-16 04:00:00,23059,4,63.6,26.9
2018-06-16 05:00:00,23058,5,63.4,27.2
2018-06-16 06:00:00,23057,6,63.1,27.6
2018-06-16 07:00:00,23056,7,64.7,27.4
2018-06-16 08:00:00,23055,8,68.3,26.8
2018-06-16 09:00:00,23054,9,74.1,25.6
2018-06-16 10:00:00,23053,10,76.6,24.8
2018-06-16 11:00:00,23052,11,81.1,23.9
2018-06-16 12:00:00,23009,6,88.2,20.8
2018-06-16 13:00:00,23051,12,83.7,23.3
2018-06-16 14:00:00,23110,1,93.0,21.1
2018-06-16 15:00:00,23109,2,95.0,20.8
2018-06-16 16:00:00,23108,3,96.7,20.5
2018-06-16 17:00:00,23008,7,88.8,20.6
2018-06-16 18:00:00,23007,8,89.8,20.3
2018-06-16 19:00:00,23006,9,90.8,20.1
2018-06-16 20:00:00,23005,10,90.7,20.5
2018-06-16 21:00:00,23004,11,88.6,21.4
2018-06-16 22:00:00,23003,12,85.1,22.7
2018-06-16 23:00:00,23062,1,77.2,23.5
2018-06-17 00:00:00,23107,4,81.9,23.2
2018-06-17 01:00:00,23106,5,83.8,22.7
2018-06-17 02:00:00,23157,2,70.1,25.3
2018-06-17 03:00:00,23156,3,64.1,26.5
2018-06-17 04:00:00,23155,4,62.6,27.2
2018-06-17 05:00:00,23154,5,62.3,27.3
2018-06-17 06:00:00,23153,6,63.9,27.1
2018-06-17 07:00:00,23152,7,64.6,27.0
2018-06-17 08:00:00,23151,8,68.6,26.1
2018-06-17 09:00:00,23150,9,74.6,24.8
2018-06-17 10:00:00,23149,10,77.6,23.6
2018-06-17 11:00:00,23148,11,82.1,22.4
2018-06-17 12:00:00,23105,6,85.0,22.3
2018-06-17 13:00:00,23147,12,85.2,21.3
2018-06-17 14:00:00,23206,1,86.5,19.5
2018-06-17 15:00:00,23205,2,87.8,18.8
2018-06-17 16:00:00,23204,3,88.9,18.1
2018-06-17 17:00:00,23104,7,85.7,22.1
2018-06-17 18:00:00,23103,8,86.8,21.7
2018-06-17 19:00:00,23102,9,87.6,21.5
2018-06-17 20:00:00,23101,10,89.1,21.4
2018-06-17 21:00:00,23100,11,88.1,22.1
2018-06-17 22:00:00,23099,12,85.3,23.0
2018-06-17 23:00:00,23158,1,78.0,23.8
2018-06-18 00:00:00,23203,4,82.4,18.9
2018-06-18 01:00:00,23202,5,83.2,18.3
2018-06-18 02:00:00,23253,2,66.6,19.0
2018-06-18 03:00:00,23252,3,63.6,19.9
2018-06-18 04:00:00,23251,4,60.3,20.6
2018-06-18 05:00:00,23250,5,58.3,21.3
2018-06-18 06:00:00,23249,6,58.1,21.7
2018-06-18 07:00:00,23248,7,60.0,20.9
2018-06-18 08:00:00,23247,8,62.4,20.4
2018-06-18 09:00:00,23246,9,64.7,19.8
2018-06-18 10:00:00,23245,10,68.5,19.3
2018-06-18 11:00:00,23244,11,70.5,18.6
2018-06-18 12:00:00,23201,6,84.0,17.7
2018-06-18 13:00:00,23243,12,70.0,18.5
2018-06-18 14:00:00,23302,1,75.0,18.1
2018-06-18 15:00:00,23301,2,76.8,17.8
2018-06-18 16:00:00,23300,3,77.3,17.7
2018-06-18 17:00:00,23200,7,84.0,17.4
2018-06-18 18:00:00,23199,8,83.9,17.2
2018-06-18 19:00:00,23198,9,84.1,17.0
2018-06-18 20:00:00,23197,10,86.4,16.0
2018-06-18 21:00:00,23196,11,87.4,15.6
2018-06-18 22:00:00,23195,12,85.9,15.5
2018-06-18 23:00:00,23254,1,68.9,18.2
2018-06-19 00:00:00,23299,4,78.7,17.5
2018-06-19 01:00:00,23298,5,79.7,17.4
2018-06-19 02:00:00,23349,2,81.3,15.8
2018-06-19 03:00:00,23348,3,77.4,16.5
2018-06-19 04:00:00,23347,4,72.8,17.3
2018-06-19 05:00:00,23346,5,69.7,18.1
2018-06-19 06:00:00,23345,6,68.8,18.6
2018-06-19 07:00:00,23344,7,67.7,18.8
2018-06-19 08:00:00,23343,8,71.3,18.4
2018-06-19 09:00:00,23342,9,74.4,18.1
2018-06-19 10:00:00,23341,10,77.5,17.9
2018-06-19 11:00:00,23340,11,79.2,17.6
2018-06-19 12:00:00,23297,6,81.0,17.2
2018-06-19 13:00:00,23339,12,79.3,17.6
2018-06-19 14:00:00,23398,1,85.2,16.5
2018-06-19 15:00:00,23397,2,86.3,16.3
2018-06-19 16:00:00,23396,3,83.5,16.8
2018-06-19 17:00:00,23296,7,81.2,17.0
2018-06-19 18:00:00,23295,8,81.2,17.1
2018-06-19 19:00:00,23294,9,81.8,16.9
2018-06-19 20:00:00,23293,10,85.1,15.9
2018-06-19 21:00:00,23292,11,86.1,15.7
2018-06-19 22:00:00,23291,12,83.0,16.0
2018-06-19 23:00:00,23350,1,84.4,15.2
2018-06-20 00:00:00,23395,4,84.4,16.5
2018-06-20 01:00:00,23394,5,85.1,16.2
2018-06-20 02:00:00,23445,2,66.9,18.6
2018-06-20 03:00:00,23444,3,59.5,20.1
2018-06-20 04:00:00,23443,4,51.9,21.5
2018-06-20 05:00:00,23442,5,46.7,22.7
2018-06-20 06:00:00,23441,6,43.5,23.7
2018-06-20 07:00:00,23440,7,41.5,24.1
2018-06-20 08:00:00,23439,8,41.6,24.3
2018-06-20 09:00:00,23438,9,42.2,24.1
2018-06-20 10:00:00,23437,10,50.8,21.9
2018-06-20 11:00:00,23436,11,57.8,19.7
2018-06-20 12:00:00,23393,6,85.8,15.9
2018-06-20 13:00:00,23435,12,63.7,18.2
2018-06-20 14:00:00,23494,1,70.5,17.4
2018-06-20 15:00:00,23493,2,74.7,16.8
2018-06-20 16:00:00,23492,3,78.6,16.2
2018-06-20 17:00:00,23392,7,86.2,15.6
2018-06-20 18:00:00,23391,8,86.3,15.4
2018-06-20 19:00:00,23390,9,87.0,15.1
2018-06-20 20:00:00,23389,10,85.4,15.0
2018-06-20 21:00:00,23388,11,82.9,15.4
2018-06-20 22:00:00,23387,12,77.8,16.4
2018-06-20 23:00:00,23446,1,74.6,17.1
2018-06-21 00:00:00,23491,4,80.5,15.7
2018-06-21 01:00:00,23490,5,82.3,15.3
2018-06-21 02:00:00,23541,2,52.5,22.2
2018-06-21 03:00:00,23540,3,46.3,24.0
2018-06-21 04:00:00,23539,4,40.0,25.6
2018-06-21 05:00:00,23538,5,36.1,26.9
2018-06-21 06:00:00,23537,6,33.6,27.9
2018-06-21 07:00:00,23536,7,33.4,27.8
2018-06-21 08:00:00,23535,8,34.5,27.7
2018-06-21 09:00:00,23534,9,36.5,27.1
2018-06-21 10:00:00,23533,10,44.0,24.6
2018-06-21 11:00:00,23532,11,50.3,22.2
2018-06-21 12:00:00,23489,6,84.3,14.8
2018-06-21 13:00:00,23531,12,56.1,20.3
2018-06-21 14:00:00,23590,1,63.3,19.3
2018-06-21 15:00:00,23589,2,68.3,18.2
2018-06-21 16:00:00,23588,3,72.9,17.2
2018-06-21 17:00:00,23488,7,85.1,14.4
2018-06-21 18:00:00,23487,8,85.7,14.2
2018-06-21 19:00:00,23486,9,86.9,13.8
2018-06-21 20:00:00,23485,10,83.5,14.4
2018-06-21 21:00:00,23484,11,79.5,15.5
2018-06-21 22:00:00,23483,12,73.1,17.0
2018-06-21 23:00:00,23542,1,59.3,20.2
2018-06-22 00:00:00,23587,4,78.8,15.9
2018-06-22 01:00:00,23586,5,81.4,15.4
2018-06-22 02:00:00,23637,2,52.2,22.1
2018-06-22 03:00:00,23636,3,45.8,24.0
2018-06-22 04:00:00,23635,4,39.4,25.8
2018-06-22 05:00:00,23634,5,35.7,27.1
2018-06-22 06:00:00,23633,6,33.5,28.1
2018-06-22 07:00:00,23632,7,31.7,29.1
2018-06-22 08:00:00,23631,8,33.6,29.0
2018-06-22 09:00:00,23630,9,36.4,28.2
2018-06-22 10:00:00,23629,10,43.3,25.9
2018-06-22 11:00:00,23628,11,49.0,23.7
2018-06-22 12:00:00,23585,6,84.1,14.8
2018-06-22 13:00:00,23627,12,55.7,21.5
2018-06-22 14:00:00,23686,1,65.3,20.1
2018-06-22 15:00:00,23685,2,70.7,19.1
2018-06-22 16:00:00,23684,3,76.4,18.3
2018-06-22 17:00:00,23584,7,84.4,14.5
2018-06-22 18:00:00,23583,8,83.8,14.4
2018-06-22 19:00:00,23582,9,84.6,14.1
2018-06-22 20:00:00,23581,10,80.3,14.8
2018-06-22 21:00:00,23580,11,74.8,16.3
2018-06-22 22:00:00,23579,12,65.6,18.6
2018-06-22 23:00:00,23638,1,59.7,19.8
2018-06-23 00:00:00,21955,4,66.5,20.5
2018-06-23 01:00:00,21954,5,73.8,18.9
2018-06-23 02:00:00,22005,2,56.7,24.2
2018-06-23 03:00:00,22004,3,51.4,26.0
2018-06-23 04:00:00,22003,4,46.8,27.6
2018-06-23 05:00:00,22002,5,44.1,28.6
2018-06-23 06:00:00,22001,6,41.7,29.6
2018-06-23 07:00:00,22000,7,42.5,29.5
2018-06-23 08:00:00,21999,8,44.7,29.0
2018-06-23 09:00:00,21998,9,48.4,28.0
2018-06-23 10:00:00,21997,10,54.2,26.3
2018-06-23 11:00:00,21996,11,60.5,24.5
2018-06-23 12:00:00,21953,6,82.7,17.0
2018-06-23 13:00:00,21995,12,66.9,22.7
2018-06-23 14:00:00,22054,1,68.7,22.5
2018-06-23 15:00:00,22053,2,71.6,21.7
2018-06-23 16:00:00,22052,3,74.4,21.0
2018-06-23 17:00:00,21952,7,86.8,16.2
2018-06-23 18:00:00,21951,8,87.2,15.8
2018-06-23 19:00:00,21950,9,89.4,15.2
2018-06-23 20:00:00,21949,10,88.1,15.4
2018-06-23 21:00:00,21948,11,83.8,16.1
2018-06-23 22:00:00,21947,12,73.2,19.4
2018-06-23 23:00:00,22006,1,63.1,22.3
2018-06-24 00:00:00,23683,4,79.9,17.7
2018-06-24 01:00:00,23682,5,83.0,17.2
2018-06-24 02:00:00,23733,2,56.0,22.7
2018-06-24 03:00:00,23732,3,48.5,24.5
2018-06-24 04:00:00,23731,4,43.7,26.1
2018-06-24 05:00:00,23730,5,41.3,27.2
2018-06-24 06:00:00,23729,6,40.3,27.9
2018-06-24 07:00:00,23728,7,39.4,28.7
2018-06-24 08:00:00,23727,8,42.9,28.2
2018-06-24 09:00:00,23726,9,47.7,27.1
2018-06-24 10:00:00,23725,10,53.4,25.6
2018-06-24 11:00:00,23724,11,58.4,24.1
2018-06-24 12:00:00,23681,6,86.2,16.6
2018-06-24 13:00:00,23723,12,64.4,22.5
2018-06-24 14:00:00,23782,1,76.9,20.2
2018-06-24 15:00:00,23781,2,80.6,19.6
2018-06-24 16:00:00,23780,3,78.2,20.2
2018-06-24 17:00:00,23680,7,87.1,16.3
2018-06-24 18:00:00,23679,8,87.3,16.2
2018-06-24 19:00:00,23678,9,88.4,16.0
2018-06-24 20:00:00,23677,10,86.3,16.3
2018-06-24 21:00:00,23676,11,82.4,17.3
2018-06-24 22:00:00,23675,12,74.2,19.0
2018-06-24 23:00:00,23734,1,65.2,20.6
2018-06-25 00:00:00,23779,4,80.8,19.7
2018-06-25 01:00:00,23778,5,82.9,19.3
2018-06-25 02:00:00,23829,2,61.1,24.5
2018-06-25 03:00:00,23828,3,55.4,26.0
2018-06-25 04:00:00,23827,4,52.9,26.8
2018-06-25 05:00:00,23826,5,51.3,27.2
2018-06-25 06:00:00,23825,6,51.5,27.3
2018-06-25 07:00:00,23824,7,50.0,27.7
2018-06-25 08:00:00,23823,8,49.1,28.1
2018-06-25 09:00:00,23822,9,49.3,27.9
2018-06-25 10:00:00,23821,10,55.3,26.3
2018-06-25 11:00:00,23820,11,61.1,24.7
2018-06-25 12:00:00,23777,6,84.9,18.8
2018-06-25 13:00:00,23819,12,66.9,23.3
2018-06-25 14:00:00,23878,1,77.7,21.5
2018-06-25 15:00:00,23877,2,81.2,20.8
2018-06-25 16:00:00,23876,3,84.4,20.3
2018-06-25 17:00:00,23776,7,85.6,18.6
2018-06-25 18:00:00,23775,8,85.9,18.3
2018-06-25 19:00:00,23774,9,86.8,18.1
2018-06-25 20:00:00,23773,10,84.7,18.4
2018-06-25 21:00:00,23772,11,80.8,19.5
2018-06-25 22:00:00,23771,12,75.5,20.6
2018-06-25 23:00:00,23830,1,67.1,22.9
2018-06-26 00:00:00,23875,4,82.7,20.6
2018-06-26 01:00:00,23874,5,84.1,20.2
2018-06-26 02:00:00,23925,2,66.8,24.8
2018-06-26 03:00:00,23924,3,61.5,26.0
2018-06-26 04:00:00,23923,4,58.8,27.2
2018-06-26 05:00:00,23922,5,56.9,27.9
2018-06-26 06:00:00,23921,6,56.7,28.3
2018-06-26 07:00:00,23920,7,56.9,28.4
2018-06-26 08:00:00,23919,8,59.8,27.9
2018-06-26 09:00:00,23918,9,64.5,26.8
2018-06-26 10:00:00,23917,10,69.0,25.6
2018-06-26 11:00:00,23916,11,74.8,24.5
2018-06-26 12:00:00,23873,6,85.4,19.8
2018-06-26 13:00:00,23915,12,79.1,23.6
2018-06-26 14:00:00,23974,1,81.1,22.9
2018-06-26 15:00:00,23973,2,84.1,22.3
2018-06-26 16:00:00,23972,3,86.7,21.8
2018-06-26 17:00:00,23872,7,85.9,19.7
2018-06-26 18:00:00,23871,8,86.4,19.6
2018-06-26 19:00:00,23870,9,87.4,19.5
2018-06-26 20:00:00,23869,10,86.9,19.8
2018-06-26 21:00:00,23868,11,84.4,20.8
2018-06-26 22:00:00,23867,12,79.7,21.9
2018-06-26 23:00:00,23926,1,72.8,23.4
2018-06-27 00:00:00,23971,4,87.0,21.8
2018-06-27 01:00:00,23970,5,88.8,21.5
2018-06-27 02:00:00,24021,2,76.5,24.8
